Term,CourseID,Subject,MaxUnits,TotalCapacity,EnrlTotal,TotalSections
2168,124145,PUBPOL,4,16,14,2
2168,124145,ENERES,4,52,46,2
2175,124145,PUBPOL,4,10,2,2
2175,124145,ENERES,4,20,2,2
2178,124145,PUBPOL,4,36,24,2
2178,124145,ENERES,4,66,62,2
2185,124145,PUBPOL,4,4,0,2
2185,124145,ENERES,4,26,6,4
2178,124149,BIOENG,3,40,18,2
2178,124149,MECENG,3,120,98,2
2172,124151,MATSCI,4,70,0,2
2182,124151,MECENG,4,60,52,2
2182,124151,MATSCI,4,90,74,2
2182,124155,BIOENG,3,40,4,2
2182,124155,MECENG,3,40,22,2
2168,124156,PUBPOL,4,46,46,2
2168,124156,ENERES,4,238,216,2
2175,124156,PUBPOL,4,40,30,2
2175,124156,ENERES,4,80,40,2
2178,124156,PUBPOL,4,146,86,2
2178,124156,ENERES,4,252,244,2
2185,124156,PUBPOL,4,60,26,2
2185,124156,ENERES,4,140,32,4
2178,124157,PSYCH,3,290,286,2
2178,124157,LS,3,300,306,2
2168,124161,CHEM,3,76,8,2
2168,124161,CHMENG,3,84,34,2
2178,124161,CHEM,3,0,0,2
2178,124161,CHMENG,3,84,0,2
2182,124161,CHEM,3,20,0,2
2182,124161,CHMENG,3,80,58,2
2168,124164,LS,3,184,184,2
2168,124164,EPS,3,594,414,2
2178,124164,LS,3,184,184,2
2178,124164,EPS,3,410,410,2
2168,124165,NWMEDIA,4,40,6,2
2168,124165,INFO,4,60,42,2
2178,124165,NWMEDIA,4,40,8,2
2178,124165,INFO,4,40,36,2
2172,124168,CHEM,2,36,0,2
2168,124188,STAT,4,30,16,2
2168,124188,PBHLTH,4,30,18,2
2178,124188,PBHLTH,4,0,0,2
2168,124194,MCELLBI,3,20,12,2
2168,124194,PLANTBI,3,50,44,2
2178,124194,MCELLBI,3,20,8,2
2178,124194,PLANTBI,3,50,38,2
2182,124195,POLSCI,3,2,0,2
2168,124197,POLSCI,4,60,20,2
2168,124197,STAT,4,40,26,2
2178,124197,STAT,4,40,18,2
2178,124197,POLSCI,4,40,26,2
2172,124201,STAT,4,30,16,2
2172,124201,PBHLTH,4,20,18,2
2182,124201,STAT,4,30,18,2
2182,124201,PBHLTH,4,20,18,2
2168,124209,MATH,4,52,50,2
2168,124209,ECON,4,76,64,2
2172,124209,MATH,4,60,24,2
2172,124209,ECON,4,60,42,2
2178,124209,ECON,4,70,0,2
2178,124209,MATH,4,0,0,2
2182,124209,MATH,4,60,46,2
2182,124209,ECON,4,180,92,2
2172,124211,LS,3,201,144,3
2172,124211,ASTRON,3,210,210,3
2172,124211,EPS,3,300,222,3
2182,124211,LS,3,189,192,3
2182,124211,ASTRON,3,225,222,3
2182,124211,EPS,3,300,303,3
2172,124218,LINGUIS,3,54,42,2
2172,124218,COGSCI,3,50,48,2
2175,124218,COGSCI,3,40,0,2
2175,124218,LINGUIS,3,40,0,2
2182,124218,LINGUIS,3,54,0,2
2182,124218,COGSCI,3,50,0,2
2172,124223,MECENG,3,40,8,2
2172,124223,CIVENG,3,40,8,2
2168,124225,INTEGBI,13,30,20,2
2168,124225,ESPM,13,30,26,2
2178,124225,ESPM,13,26,18,2
2178,124225,INTEGBI,13,30,28,2
2182,124227,INTEGBI,6,24,16,2
2182,124227,ANTHRO,6,16,16,2
2172,124228,PBHLTH,4,40,0,2
2172,124228,ESPM,4,40,0,2
2182,124228,ESPM,4,40,0,2
2168,124229,ANTHRO,5,16,0,2
2172,124229,ANTHRO,5,44,26,2
2172,124229,INTEGBI,5,72,28,2
2182,124229,ANTHRO,5,44,0,2
2172,124230,LS,4,360,316,2
2172,124230,PUBPOL,4,110,103,2
2182,124230,LS,4,214,170,2
2182,124230,PUBPOL,4,130,136,2
2172,124235,CIVENG,3,48,28,2
2172,124235,MECENG,3,102,98,2
2182,124235,CIVENG,3,48,46,2
2182,124235,MECENG,3,100,100,2
2172,124242,ELENG,3,0,0,2
2172,124242,COMPSCI,3,0,0,2
2172,124245,INTEGBI,2,8,4,2
2172,124245,PBHLTH,2,20,14,2
2182,124245,INTEGBI,2,8,6,2
2182,124245,PBHLTH,2,20,12,2
2168,124246,ENGLISH,4,68,68,2
2168,124246,ESPM,4,188,188,2
2178,124246,ESPM,4,180,0,2
2178,124246,ENGLISH,4,0,0,2
2172,124248,EPS,3,50,10,2
2172,124248,CIVENG,3,80,54,2
2178,124248,EPS,3,20,0,2
2182,124248,EPS,3,20,0,2
2182,124248,CIVENG,3,60,42,2
2175,124249,EPS,3,300,42,2
2175,124249,ASTRON,3,300,174,2
2185,124249,EPS,3,300,24,2
2185,124249,ASTRON,3,300,170,2
2172,124251,ENVECON,4,2,0,2
2182,124251,ENVECON,4,2,0,2
2168,124259,ESPM,3,14,0,2
2172,124260,CHEM,3,15,0,3
2172,124260,ESPM,3,15,0,3
2168,124261,PHYSED,4,32,0,2
2168,124261,INTEGBI,4,24,0,2
2178,124261,INTEGBI,4,72,0,2
2168,124262,LS,4,138,128,2
2168,124262,HISTORY,4,138,128,2
2172,124264,NWMEDIA,3,48,22,2
2172,124264,INFO,3,50,34,2
2182,124264,NWMEDIA,3,48,24,2
2182,124264,INFO,3,46,44,2
2172,124265,MEDIAST,3,0,0,4
2172,124265,INFO,3,0,0,4
2172,124265,HISTORY,3,0,0,4
2172,124265,COGSCI,3,0,4,4
2182,124265,MEDIAST,3,0,0,4
2172,124267,EPS,3,30,26,2
2172,124267,CHEM,3,40,40,2
2182,124267,CHEM,3,32,32,2
2182,124267,EPS,3,34,36,2
2168,124268,PHYSICS,1,50,2,2
2168,124268,ASTRON,1,50,6,2
2172,124268,PHYSICS,1,42,0,2
2172,124268,ASTRON,1,42,6,2
2178,124268,PHYSICS,1,50,4,2
2178,124268,ASTRON,1,50,16,2
2182,124268,PHYSICS,1,42,0,2
2182,124268,ASTRON,1,42,12,2
2168,124269,BIOENG,4,20,18,2
2168,124269,MECENG,4,66,66,2
2178,124269,BIOENG,4,20,16,2
2178,124269,MECENG,4,70,54,2
2168,124271,PHYSICS,4,0,0,2
2172,124271,PHYSICS,4,20,6,2
2172,124271,ASTRON,4,20,18,2
2178,124271,PHYSICS,4,0,0,2
2182,124271,PHYSICS,4,40,4,2
2182,124271,ASTRON,4,20,20,2
2168,124272,PHYSICS,4,70,6,2
2168,124272,ASTRON,4,50,12,2
2178,124272,PHYSICS,4,70,8,2
2178,124272,ASTRON,4,50,24,2
2168,124277,ECON,4,100,92,2
2168,124277,ENVECON,4,120,120,2
2178,124277,ECON,4,94,90,2
2178,124277,ENVECON,4,166,152,2
2168,124279,AFRICAM,3,10,4,2
2168,124279,EDUC,3,40,18,2
2178,124279,EDUC,3,30,0,2
2178,124279,AFRICAM,3,30,24,2
2168,124281,ELENG,3,14,12,2
2168,124281,MECENG,3,190,130,2
2178,124281,ELENG,3,50,20,2
2178,124281,MECENG,3,150,138,2
2172,124282,ELENG,3,30,4,2
2172,124282,MECENG,3,90,70,2
2182,124282,ELENG,3,30,6,2
2182,124282,MECENG,3,120,84,2
2168,124283,ELENG,3,30,8,2
2168,124283,MECENG,3,120,94,2
2178,124283,ELENG,3,30,10,2
2178,124283,MECENG,3,100,80,2
2168,124287,ENVECON,4,240,0,2
2172,124287,ECON,4,72,72,2
2172,124287,ENVECON,4,352,360,2
2175,124287,ECON,4,0,0,2
2175,124287,ENVECON,4,100,56,2
2178,124287,ENVECON,4,240,0,2
2182,124287,ECON,4,170,154,2
2182,124287,ENVECON,4,370,356,2
2185,124287,ECON,4,0,0,2
2185,124287,ENVECON,4,100,98,2
2172,124289,SOCIOL,4,46,42,2
2172,124289,ESPM,4,290,288,2
2182,124289,SOCIOL,4,42,42,2
2182,124289,ESPM,4,300,292,2
2168,124294,ELENG,3,14,6,2
2168,124294,AST,3,26,22,2
2178,124294,ELENG,3,20,18,2
2178,124294,AST,3,20,20,2
2182,124295,ENGLISH,4,96,95,1
2172,124298,ESPM,3,30,16,2
2172,124298,CIVENG,3,30,20,2
2182,124298,ESPM,3,14,14,2
2182,124298,CIVENG,3,80,70,2
2168,124300,STAT,4,30,0,2
2178,124300,STAT,4,60,6,2
2178,124300,PBHLTH,4,60,20,2
2168,124301,POLECON,10.5,40,0,8
2168,124301,SOCIOL,10.5,40,0,8
2168,124301,POLSCI,10.5,320,0,8
2168,124301,MEDIAST,10.5,40,0,8
2168,124301,HISTORY,10.5,40,0,8
2172,124301,HISTART,10.5,799,0,8
2172,124301,POLECON,10.5,48,0,8
2172,124301,MEDIAST,10.5,40,0,8
2172,124301,GWS,10.5,799,0,8
2172,124301,POLSCI,10.5,0,0,8
2172,124301,SOCIOL,10.5,799,0,8
2178,124301,POLECON,10.5,40,0,8
2178,124301,MEDIAST,10.5,40,0,8
2178,124301,SOCIOL,10.5,40,0,8
2178,124301,POLSCI,10.5,320,0,8
2182,124301,POLECON,10.5,48,0,8
2182,124301,GWS,10.5,799,0,8
2182,124301,SOCIOL,10.5,799,0,8
2182,124301,HISTART,10.5,799,0,8
2182,124301,POLSCI,10.5,200,0,8
2182,124301,MEDIAST,10.5,40,0,8
2168,124302,ESPM,5,30,0,3
2172,124302,ESPM,5,30,0,3
2168,124303,LDARCH,3,30,4,2
2168,124303,CYPLAN,3,20,8,2
2178,124303,LDARCH,3,30,12,2
2178,124303,CYPLAN,3,20,12,2
2172,124304,MCELLBI,4,60,44,2
2172,124304,PLANTBI,4,130,98,2
2182,124304,MCELLBI,4,100,58,2
2182,124304,PLANTBI,4,100,96,2
2172,124305,ESPM,3,14,0,2
2182,124305,ESPM,3,14,0,2
2182,124310,BIOENG,4,24,22,2
2182,124310,MECENG,4,40,32,2
2182,124313,BIOENG,4,36,36,2
2182,124313,MECENG,4,60,56,2
2168,124316,PBHLTH,2,20,18,2
2168,124316,DEVP,2,80,48,2
2178,124316,PBHLTH,2,20,8,2
2178,124316,DEVP,2,80,54,2
2178,124318,LS,3,417,408,3
2178,124318,PSYCH,3,504,447,3
2178,124318,MCELLBI,3,100,966,3
2182,124322,LS,4,94,90,2
2182,124322,GERMAN,4,114,110,2
2172,124323,COGSCI,4,40,30,2
2172,124323,LINGUIS,4,58,54,2
2178,124323,COGSCI,4,60,0,2
2178,124323,LINGUIS,4,60,0,2
2182,124323,COGSCI,4,50,0,2
2182,124323,LINGUIS,4,50,0,2
2178,124330,AFRICAM,3,2,0,2
2168,124333,CYPLAN,5,12,8,2
2168,124333,LDARCH,5,18,10,2
2178,124333,CYPLAN,5,12,6,2
2178,124333,LDARCH,5,18,14,2
2172,124342,MATSCI,3,6,0,2
2172,124342,CHEM,3,68,46,2
2182,124342,MATSCI,3,6,0,2
2182,124342,CHEM,3,68,52,2
2168,124343,MCELLBI,1,10,0,2
2168,124343,PLANTBI,1,10,0,2
2178,124343,MCELLBI,1,10,0,2
2178,124343,PLANTBI,1,10,2,2
2168,124346,ESPM,3,12,8,4
2168,124346,ANTHRO,3,12,8,4
2168,124346,HISTORY,3,24,12,4
2168,124346,STS,3,28,28,4
2178,124346,ANTHRO,3,12,4,4
2178,124346,ESPM,3,12,8,4
2178,124346,HISTORY,3,24,16,4
2178,124346,STS,3,28,20,4
2168,124348,STS,3,20,0,4
2168,124348,ESPM,3,40,0,4
2168,124348,HISTORY,3,0,0,4
2168,124348,ANTHRO,3,20,0,4
2172,124348,ESPM,3,0,0,4
2172,124348,ANTHRO,3,40,0,4
2172,124348,HISTORY,3,80,4,4
2172,124348,STS,3,32,12,4
2178,124348,ANTHRO,3,20,0,4
2178,124348,ESPM,3,40,0,4
2178,124348,STS,3,20,4,4
2182,124348,HISTORY,3,40,0,4
2182,124348,ESPM,3,0,0,4
2182,124348,ANTHRO,3,40,0,4
2182,124348,STS,3,32,20,4
2172,124349,PHYSICS,3,30,0,2
2172,124349,ASTRON,3,20,6,2
2182,124349,ASTRON,3,0,0,2
2182,124349,PHYSICS,3,0,0,2
2168,124350,POLSCI,4,108,0,2
2178,124350,CYPLAN,4,24,24,2
2178,124350,POLSCI,4,88,90,2
2168,124354,CHEM,4,54,48,2
2168,124354,MCELLBI,4,380,366,2
2172,124354,CHEM,4,100,42,2
2172,124354,MCELLBI,4,192,140,2
2178,124354,CHEM,4,60,52,2
2178,124354,MCELLBI,4,400,368,2
2182,124354,CHEM,4,100,32,2
2182,124354,MCELLBI,4,192,88,2
2172,124355,CHMENG,3,0,0,2
2172,124355,CHEM,3,30,0,2
2178,124355,CHMENG,3,60,0,2
2182,124355,CHEM,3,0,0,2
2182,124355,CHMENG,3,16,16,2
2172,124356,ESPM,4,72,15,3
2172,124356,PLANTBI,4,114,36,3
2172,124356,MCELLBI,4,138,96,3
2182,124356,ESPM,4,30,18,3
2182,124356,PLANTBI,4,60,39,3
2182,124356,MCELLBI,4,234,126,3
2168,124362,MATH,3,20,6,2
2168,124362,STAT,3,40,10,2
2178,124362,MATH,3,20,0,2
2172,124363,MATH,3,20,16,2
2172,124363,STAT,3,30,20,2
2182,124363,MATH,3,20,4,2
2182,124363,STAT,3,30,10,2
2168,124364,MATH,4,50,30,2
2168,124364,STAT,4,112,66,2
2178,124364,MATH,4,40,38,2
2178,124364,STAT,4,72,62,2
2172,124365,MATH,4,20,8,2
2172,124365,STAT,4,50,38,2
2182,124365,MATH,4,20,8,2
2182,124365,STAT,4,50,32,2
2168,124366,GWS,6.5,80,0,8
2168,124366,UGIS,6.5,80,0,8
2168,124366,HISTART,6.5,40,0,8
2168,124366,HISTORY,6.5,80,8,8
2168,124366,SOCIOL,6.5,80,16,8
2168,124366,MEDIAST,6.5,80,24,8
2168,124366,POLECON,6.5,80,40,8
2168,124366,POLSCI,6.5,160,120,8
2172,124366,MEDIAST,6.5,80,0,8
2172,124366,HISTORY,6.5,200,8,8
2172,124366,HISTART,6.5,799,8,8
2172,124366,UGIS,6.5,799,16,8
2172,124366,POLECON,6.5,32,24,8
2172,124366,GWS,6.5,32,24,8
2172,124366,SOCIOL,6.5,799,32,8
2172,124366,POLSCI,6.5,0,136,8
2178,124366,GWS,6.5,80,0,8
2178,124366,MEDIAST,6.5,80,0,8
2178,124366,HISTART,6.5,40,8,8
2178,124366,HISTORY,6.5,160,8,8
2178,124366,SOCIOL,6.5,80,16,8
2178,124366,POLECON,6.5,80,32,8
2178,124366,UGIS,6.5,56,48,8
2178,124366,POLSCI,6.5,160,120,8
2182,124366,HISTART,6.5,799,0,8
2182,124366,HISTORY,6.5,200,0,8
2182,124366,MEDIAST,6.5,80,0,8
2182,124366,SOCIOL,6.5,799,8,8
2182,124366,GWS,6.5,32,8,8
2182,124366,UGIS,6.5,40,8,8
2182,124366,POLECON,6.5,56,56,8
2182,124366,POLSCI,6.5,200,184,8
2168,124373,MEDIAST,4,80,0,8
2168,124373,POLECON,4,80,0,8
2168,124373,HISTORY,4,80,0,8
2168,124373,HISTART,4,799,0,8
2168,124373,SOCIOL,4,80,0,8
2168,124373,POLSCI,4,160,0,8
2168,124373,GWS,4,80,0,8
2168,124373,UGIS,4,799,0,8
2168,124373,GWS,4,80,0,8
2168,124373,HISTORY,4,80,8,8
2168,124373,SOCIOL,4,80,16,8
2168,124373,MEDIAST,4,80,24,8
2168,124373,POLECON,4,80,40,8
2168,124373,POLSCI,4,160,120,8
2172,124373,MEDIAST,4,80,0,8
2172,124373,HISTORY,4,200,8,8
2172,124373,HISTART,4,799,8,8
2172,124373,UGIS,4,799,16,8
2172,124373,POLECON,4,32,24,8
2172,124373,GWS,4,32,24,8
2172,124373,SOCIOL,4,799,32,8
2172,124373,POLSCI,4,0,128,8
2178,124373,GWS,4,80,0,8
2178,124373,MEDIAST,4,80,0,8
2178,124373,HISTORY,4,160,8,8
2178,124373,HISTART,4,799,8,8
2178,124373,SOCIOL,4,80,16,8
2178,124373,POLECON,4,80,32,8
2178,124373,UGIS,4,56,48,8
2178,124373,POLSCI,4,160,120,8
2182,124373,HISTART,4,799,0,8
2182,124373,HISTORY,4,200,0,8
2182,124373,MEDIAST,4,80,0,8
2182,124373,SOCIOL,4,799,8,8
2182,124373,UGIS,4,799,8,8
2182,124373,GWS,4,32,8,8
2182,124373,POLECON,4,56,56,8
2182,124373,POLSCI,4,200,184,8
2172,124376,UGBA,2,150,98,2
2172,124376,LS,2,190,100,2
2178,124376,LS,2,280,148,2
2178,124376,UGBA,2,216,196,2
2182,124376,UGBA,2,0,0,2
2172,124377,PBHLTH,4,80,88,2
2172,124377,SOCIOL,4,180,172,2
2175,124377,PBHLTH,4,40,16,2
2175,124377,SOCIOL,4,100,18,2
2182,124377,PBHLTH,4,80,68,2
2182,124377,SOCIOL,4,220,136,2
2185,124377,PBHLTH,4,20,4,2
2185,124377,SOCIOL,4,60,44,2
2168,124378,GEOG,3,64,46,2
2168,124378,NESTUD,3,62,62,2
2178,124378,GEOG,3,64,54,2
2178,124378,NESTUD,3,76,74,2
2168,124379,INFO,4,90,86,2
2168,124379,SOCIOL,4,560,528,2
2172,124379,INFO,4,120,112,2
2172,124379,SOCIOL,4,728,454,2
2178,124379,INFO,4,90,92,2
2178,124379,SOCIOL,4,664,646,2
2182,124379,INFO,4,120,116,2
2182,124379,SOCIOL,4,600,422,2
2172,124380,ESPM,3,20,0,2
2182,124380,ESPM,3,20,0,2
2172,124382,DEMOG,4,100,78,2
2172,124382,ECON,4,500,474,2
2182,124382,DEMOG,4,120,110,2
2182,124382,ECON,4,498,432,2
2172,124384,PUBPOL,4,50,32,2
2172,124384,NUCENG,4,50,48,2
2182,124384,PUBPOL,4,100,16,2
2182,124384,NUCENG,4,76,58,2
2172,124385,EPS,3,30,6,3
2172,124385,CHEM,3,30,9,3
2182,124385,EPS,3,15,0,3
2182,124385,CHEM,3,0,0,3
2168,124386,ETHSTD,4,12,10,2
2168,124386,AFRICAM,4,16,12,2
2178,124386,ETHSTD,4,12,2,2
2178,124386,AFRICAM,4,20,20,2
2168,124387,ASTRON,4,150,146,2
2168,124387,INTEGBI,4,160,154,2
2178,124387,ASTRON,4,300,0,4
2172,124390,CIVENG,3,30,10,2
2172,124390,INDENG,3,30,28,2
2182,124390,CIVENG,3,40,28,2
2182,124390,INDENG,3,40,28,2
2168,124391,COMPSCI,4,16,8,2
2168,124391,ELENG,4,32,30,2
2178,124391,COMPSCI,4,16,0,2
2178,124391,ELENG,4,32,12,2
2168,124392,EALANG,4,15,0,3
2168,124392,SSEASN,4,15,9,3
2168,124392,BUDDSTD,4,21,15,3
2172,124393,SSEASN,4,108,108,3
2172,124393,EALANG,4,108,111,3
2172,124393,BUDDSTD,4,144,117,3
2182,124393,SSEASN,4,108,102,3
2182,124393,EALANG,4,108,114,3
2182,124393,BUDDSTD,4,141,144,3
2172,124397,PSYCH,3,660,622,2
2172,124397,MCELLBI,3,650,666,2
2182,124397,PSYCH,3,624,670,2
2182,124397,MCELLBI,3,650,686,2
2172,124398,MCELLBI,3,160,150,2
2172,124398,LS,3,180,152,2
2182,124398,MCELLBI,3,0,0,2
2172,124399,MATSCI,3,12,6,2
2172,124399,MECENG,3,70,52,2
2182,124399,MATSCI,3,30,14,2
2182,124399,MECENG,3,100,84,2
2172,124401,MECENG,4,42,14,2
2172,124401,ELENG,4,34,22,2
2182,124401,MECENG,4,20,2,2
2182,124401,ELENG,4,40,34,2
2168,124402,IAS,4,20,16,2
2168,124402,PACS,4,24,24,2
2178,124402,PACS,4,24,0,2
2172,124403,SOCWEL,4,192,165,3
2172,124403,LEGALST,4,204,171,3
2172,124403,ETHSTD,4,219,219,3
2182,124403,ETHSTD,4,219,0,3
2182,124403,SOCWEL,4,192,0,3
2172,124404,PHYSED,3,28,20,2
2172,124404,INTEGBI,3,32,30,2
2182,124404,PHYSED,3,28,22,2
2182,124404,INTEGBI,3,32,32,2
2172,124405,ELENG,4,30,8,2
2172,124405,BIOENG,4,34,14,2
2182,124405,ELENG,4,0,0,2
2168,124406,MCELLBI,2,46,38,4
2168,124406,PLANTBI,2,48,48,4
2172,124406,MCELLBI,2,48,34,4
2172,124406,PLANTBI,2,48,40,4
2175,124406,MCELLBI,2,24,24,2
2175,124406,PLANTBI,2,24,24,2
2178,124406,PLANTBI,2,48,20,4
2178,124406,MCELLBI,2,48,34,4
2182,124406,MCELLBI,2,48,12,4
2182,124406,PLANTBI,2,48,34,4
2185,124406,PLANTBI,2,24,6,2
2185,124406,MCELLBI,2,24,12,2
2172,124407,NESTUD,3,50,20,2
2168,124408,CIVENG,3,252,178,4
2168,124408,MECENG,3,316,256,4
2172,124408,CIVENG,3,208,62,4
2172,124408,MECENG,3,206,174,4
2175,124408,CIVENG,3,40,4,2
2175,124408,MECENG,3,70,32,2
2178,124408,CIVENG,3,302,144,4
2178,124408,MECENG,3,326,316,4
2182,124408,CIVENG,3,228,70,4
2182,124408,MECENG,3,220,128,4
2168,124409,PUBPOL,3,15,0,3
2168,124409,ENERES,3,15,6,3
2168,124409,DEVP,3,90,60,3
2178,124409,ENERES,3,15,3,3
2178,124409,PUBPOL,3,15,6,3
2178,124409,DEVP,3,90,60,3
2168,124410,PLANTBI,4,48,38,2
2168,124410,INTEGBI,4,48,42,2
2178,124410,INTEGBI,4,48,0,2
2178,124410,PLANTBI,4,48,0,2
2172,124411,ESPM,3,8,6,2
2172,124411,PBHLTH,3,30,20,2
2182,124411,ESPM,3,8,0,2
2182,124411,PBHLTH,3,0,0,2
2172,124412,IAS,4,20,20,2
2172,124412,ENGIN,4,100,102,2
2182,124412,IAS,4,20,20,2
2182,124412,ENGIN,4,100,96,2
2168,124414,BIOENG,4,32,18,2
2168,124414,MECENG,4,38,38,2
2178,124414,MECENG,4,40,16,2
2178,124414,BIOENG,4,32,26,2
2178,124415,BUDDSTD,4,30,26,2
2178,124415,EALANG,4,30,30,2
2172,124416,HISTORY,2,24,0,2
2168,124417,EPS,1,38,4,2
2168,124417,ASTRON,1,60,8,2
2172,124417,ASTRON,1,100,0,2
2172,124417,EPS,1,2,2,2
2178,124417,EPS,1,38,2,2
2178,124417,ASTRON,1,60,8,2
2182,124417,EPS,1,2,0,2
2182,124417,ASTRON,1,100,6,2
2168,124418,CHEM,3,64,0,4
2168,124419,CHEM,3,32,0,4
2172,124421,AMERSTD,3,120,104,2
2172,124421,UGBA,3,106,106,2
2182,124421,AMERSTD,3,2,0,2
2182,124421,UGBA,3,106,0,2
2168,124423,ESPM,1,30,10,2
2168,124423,INTEGBI,1,30,10,2
2172,124423,INTEGBI,1,30,6,2
2172,124423,ESPM,1,20,14,2
2178,124423,INTEGBI,1,30,8,2
2178,124423,ESPM,1,30,10,2
2182,124423,ESPM,1,20,6,2
2182,124423,INTEGBI,1,30,6,2
2168,124424,NEUROSC,3,30,6,2
2168,124424,MCELLBI,3,50,12,2
2172,124424,NEUROSC,3,30,0,2
2178,124424,MCELLBI,3,50,10,2
2178,124424,NEUROSC,3,30,28,2
2182,124424,NEUROSC,3,30,0,2
2172,124428,BUDDSTD,4,30,4,2
2172,124428,JAPAN,4,30,20,2
2182,124428,BUDDSTD,4,30,2,2
2182,124428,JAPAN,4,30,10,2
2172,124429,BUDDSTD,4,14,0,2
2172,124429,CHINESE,4,14,12,2
2178,124429,CHINESE,4,20,2,2
2178,124429,BUDDSTD,4,14,12,2
2182,124429,CHINESE,4,16,6,2
2182,124429,BUDDSTD,4,14,8,2
2168,124430,TIBETAN,4,15,3,3
2168,124430,SASIAN,4,15,6,3
2168,124430,BUDDSTD,4,15,12,3
2172,124430,SASIAN,4,30,6,3
2172,124430,TIBETAN,4,15,6,3
2172,124430,BUDDSTD,4,15,9,3
2178,124430,SASIAN,4,15,3,3
2178,124430,BUDDSTD,4,15,3,3
2178,124430,TIBETAN,4,15,6,3
2182,124430,SASIAN,4,15,0,3
2182,124430,BUDDSTD,4,15,3,3
2182,124430,TIBETAN,4,15,3,3
2172,124431,NWMEDIA,3,32,0,2
2178,124432,JAPAN,4,14,6,2
2178,124432,BUDDSTD,4,14,8,2
2172,124435,LINGUIS,3,136,102,2
2172,124435,PSYCH,3,286,274,2
2182,124435,PSYCH,3,286,0,2
2182,124435,LINGUIS,3,136,0,2
2168,124436,EALANG,4,30,40,2
2168,124436,BUDDSTD,4,40,42,2
2168,124438,EALANG,4,108,66,3
2168,124438,SSEASN,4,129,75,3
2168,124438,BUDDSTD,4,165,150,3
2178,124438,SSEASN,4,129,93,3
2178,124438,EALANG,4,135,111,3
2178,124438,BUDDSTD,4,180,150,3
2168,124439,SASIAN,4,30,24,3
2168,124439,TIBETAN,4,30,33,3
2168,124439,BUDDSTD,4,30,36,3
2178,124439,SASIAN,4,33,33,3
2178,124439,BUDDSTD,4,30,33,3
2178,124439,TIBETAN,4,30,36,3
2172,124440,JAPAN,4,20,32,2
2172,124440,BUDDSTD,4,30,32,2
2168,124445,MCELLBI,4,110,104,2
2168,124445,PLANTBI,4,110,108,2
2175,124445,MCELLBI,4,48,48,2
2175,124445,PLANTBI,4,48,48,2
2178,124445,PLANTBI,4,110,58,2
2178,124445,MCELLBI,4,140,100,2
2185,124445,PLANTBI,4,46,22,2
2185,124445,MCELLBI,4,44,36,2
2182,124446,PLANTBI,3,20,16,2
2182,124446,MCELLBI,3,62,56,2
2168,124447,IAS,4,62,62,2
2168,124447,EDUC,4,78,72,2
2178,124447,IAS,4,62,0,2
2182,124447,GLOBAL,4,74,42,2
2182,124447,EDUC,4,80,76,2
2172,124448,ESPM,4,30,0,2
2182,124448,ESPM,4,24,4,2
2182,124448,INTEGBI,4,24,18,2
2172,124449,ETHSTD,4,60,42,2
2172,124449,NATAMST,4,60,50,2
2178,124449,NATAMST,4,60,46,2
2178,124449,ETHSTD,4,60,48,2
2182,124449,ETHSTD,4,60,0,2
2182,124449,NATAMST,4,60,0,2
2168,124450,CHEM,4,48,24,2
2168,124450,MCELLBI,4,96,58,2
2172,124450,CHEM,4,48,38,2
2172,124450,MCELLBI,4,100,92,2
2178,124450,CHEM,4,48,12,2
2178,124450,MCELLBI,4,96,50,2
2182,124450,CHEM,4,42,42,2
2182,124450,MCELLBI,4,100,84,2
2168,124453,ESPM,4,144,80,2
2168,124453,INTEGBI,4,288,256,2
2178,124453,ESPM,4,0,84,2
2178,124453,INTEGBI,4,200,194,2
2168,124454,MECENG,3,20,18,2
2168,124454,DEVENG,3,32,30,2
2178,124454,MECENG,3,20,8,2
2178,124454,DEVENG,3,48,44,2
2172,124455,LDARCH,3,28,8,2
2172,124455,CYPLAN,3,48,28,2
2182,124455,LDARCH,3,28,0,2
2168,124456,STAT,4,0,0,2
2168,124456,PBHLTH,4,30,0,2
2178,124456,PBHLTH,4,44,6,2
2178,124456,STAT,4,22,16,2
2172,124457,STAT,4,40,8,2
2172,124457,PBHLTH,4,80,16,2
2182,124457,STAT,4,40,4,2
2182,124457,PBHLTH,4,80,14,2
2182,124458,PHYSICS,3,128,122,2
2182,124458,LS,3,136,128,2
2168,124461,GEOG,3,32,2,2
2168,124461,EPS,3,60,22,2
2178,124461,GEOG,3,32,0,2
2178,124461,EPS,3,60,38,2
2168,124463,SASIAN,4,20,0,2
2172,124463,SASIAN,4,14,6,2
2172,124463,BUDDSTD,4,16,10,2
2178,124463,SASIAN,4,20,12,2
2178,124463,BUDDSTD,4,14,14,2
2182,124463,SASIAN,4,16,0,2
2182,124463,BUDDSTD,4,14,6,2
2168,124464,INTEGBI,3,30,18,2
2168,124464,ESPM,3,30,20,2
2178,124464,ESPM,3,26,22,2
2178,124464,INTEGBI,3,34,34,2
2168,124465,MUSIC,4,12,16,2
2168,124465,LS,4,20,20,2
2182,124465,MUSIC,4,20,14,2
2182,124465,LS,4,0,20,2
2182,124466,HISTORY,4,300,171,3
2168,124467,ELENG,4,16,8,2
2168,124467,BIOENG,4,34,22,2
2178,124467,ELENG,4,14,8,2
2178,124467,BIOENG,4,34,22,2
2168,124468,GEOG,3,0,0,3
